id,sport,game,betOn,betType,pick,line,ou,prob,ev,evGrade,confidence,ml,grade,outcome,settledAt,hScore,aScore,note,date
nhl_pl_075,NHL,,FLA ML,ML,,,,,,,,-150,,loss,,,,,2026-04-23
nhl_pl_076,NHL,,CAR ML,ML,,,,,,,,-160,,win,,,,,2026-04-23
mlb_010,MLB,,ATL ML,ML,,,,,,,,-160,,loss,,,,,2026-04-23
nhl_pl_002,NHL,,FLA ML,ML,,,,,,,,-145,,win,,,,,2026-04-22
nba_pl_094,NBA,,OKC ML,ML,,,,,,,,-320,,win,,,,,2026-04-22
nba_pl_095,NBA,,NY ML,ML,,,,,,,,-250,,win,,,,,2026-04-22
nhl_pl_074,NHL,,COL ML,ML,,,,,,,,-155,,win,,,,,2026-04-21
nhl_pl_073,NHL,,VGK ML,ML,,,,,,,,-130,,win,,,,,2026-04-21
nhl_pl_003,NHL,,CAR ML,ML,,,,,,,,-125,,win,,,,,2026-04-21
mlb_009,MLB,,HOU ML,ML,,,,,,,,-175,,win,,,,,2026-04-21
nba_pl_093,NBA,,SA ML,ML,,,,,,,,-185,,win,,,,,2026-04-20
nba_pl_092,NBA,,BOS ML,ML,,,,,,,,-400,,win,,,,,2026-04-20
nhl_pl_071,NHL,,FLA ML,ML,,,,,,,,-165,,win,,,,,2026-04-20
nhl_pl_072,NHL,,CAR ML,ML,,,,,,,,-145,,win,,,,,2026-04-20
nhl_pl_001,NHL,,FLA ML,ML,,,,,,,,-140,,win,,,,,2026-04-20
nba_pl_002,NBA,,NY ML,ML,,,,,,,,-140,,win,,,,,2026-04-20
nhl_pl_004,NHL,,VGK ML,ML,,,,,,,,-115,,win,,,,,2026-04-20
nba_pl_003,NBA,,SA ML,ML,,,,,,,,-120,,win,,,,,2026-04-20
nba_pl_091,NBA,,CLE ML,ML,,,,,,,,-280,,win,,,,,2026-04-19
nba_pl_004,NBA,,OKC ML,ML,,,,,,,,-220,,win,,,,,2026-04-19
ten_h_067,ATP,,J.Sinner ML,ML,,,,,,,,-115,,loss,,,,,2026-04-19
nba_pl_090,NBA,,OKC ML,ML,,,,,,,,-350,,win,,,,,2026-04-19
nba_pl_001,NBA,,CLE ML,ML,,,,,,,,-160,,win,,,,,2026-04-19
mlb_008,MLB,,NYY ML,ML,,,,,,,,-140,,win,,,,,2026-04-18
mlb_007,MLB,,LAD ML,ML,,,,,,,,-200,,win,,,,,2026-04-16
ten_h_066,WTA,,I.Swiatek ML,ML,,,,,,,,-200,,win,,,,,2026-04-15
mlb_006,MLB,,BAL ML,ML,,,,,,,,-115,,win,,,,,2026-04-14
ten_h_065,ATP,,C.Alcaraz ML,ML,,,,,,,,-120,,win,,,,,2026-04-12
mlb_005,MLB,,ATL ML,ML,,,,,,,,-185,,win,,,,,2026-04-11
mlb_004,MLB,,NYM ML,ML,,,,,,,,+115,,win,,,,,2026-04-09
mlb_003,MLB,,HOU ML,ML,,,,,,,,-120,,loss,,,,,2026-04-07
mlb_002,MLB,,LAD ML,ML,,,,,,,,-150,,win,,,,,2026-04-05
mlb_001,MLB,,NYY ML,ML,,,,,,,,-130,,win,,,,,2026-04-03
ten_h_064,WTA,,A.Sabalenka ML,ML,,,,,,,,-165,,win,,,,,2026-03-25
ten_h_063,ATP,,C.Alcaraz ML,ML,,,,,,,,-155,,win,,,,,2026-03-22
ten_h_062,WTA,,I.Swiatek ML,ML,,,,,,,,-135,,loss,,,,,2026-03-18
ten_h_061,ATP,,C.Alcaraz ML,ML,,,,,,,,-225,,win,,,,,2026-03-15
nba_h_050,NBA,,CLE ML,ML,,,,,,,,-120,,win,,,,,2026-02-04
nhl_rs_025,NHL,,BOS ML,ML,,,,,,,,-155,,win,,,,,2026-02-03
nba_h_049,NBA,,Nikola Jokic OVER PTS 26.5,PROP,,,,,,,,-130,,win,,,,,2026-01-30
nba_h_048,NBA,,BOS ML,ML,,,,,,,,-160,,win,,,,,2026-01-26
nba_h_047,NBA,,OKC ML,ML,,,,,,,,-125,,win,,,,,2026-01-22
nhl_rs_024,NHL,,NYR ML,ML,,,,,,,,-130,,win,,,,,2026-01-20
nba_h_046,NBA,,DEN ML,ML,,,,,,,,-150,,loss,,,,,2026-01-17
nba_h_045,NBA,,CLE ML,ML,,,,,,,,+115,,win,,,,,2026-01-13
nhl_rs_023,NHL,,CAR ML,ML,,,,,,,,-135,,win,,,,,2026-01-13
nba_h_044,NBA,,Jalen Williams OVER PTS 22.5,PROP,,,,,,,,-115,,win,,,,,2026-01-09
nba_h_043,NBA,,OKC ML,ML,,,,,,,,-135,,win,,,,,2026-01-05
nhl_rs_022,NHL,,BOS ML,ML,,,,,,,,-200,,win,,,,,2026-01-05
nhl_rs_021,NHL,,VGK ML,ML,,,,,,,,-125,,win,,,,,2025-12-30
nhl_h_028,NHL,,BOS ML,ML,,,,,,,,+105,,win,,,,,2025-12-28
nhl_rs_020,NHL,,WPG ML,ML,,,,,,,,-115,,loss,,,,,2025-12-27
nba_h_042,NBA,,DEN ML,ML,,,,,,,,-115,,win,,,,,2025-12-22
nhl_h_027,NHL,,COL ML,ML,,,,,,,,-125,,win,,,,,2025-12-21
nba_h_041,NBA,,BOS ML,ML,,,,,,,,-145,,loss,,,,,2025-12-17
nhl_h_026,NHL,,FLA ML,ML,,,,,,,,-110,,loss,,,,,2025-12-17
nhl_rs_019,NHL,,TOR ML,ML,,,,,,,,-145,,win,,,,,2025-12-16
nhl_h_025,NHL,,EDM ML,ML,,,,,,,,+115,,win,,,,,2025-12-14
nba_h_040,NBA,,OKC ML,ML,,,,,,,,-200,,win,,,,,2025-12-13
nhl_rs_018,NHL,,VGK ML,ML,,,,,,,,-220,,win,,,,,2025-12-12
nhl_h_024,NHL,,Auston Matthews OVER Goals 0.5,PROP,,,,,,,,-130,,win,,,,,2025-12-10
nba_h_039,NBA,,CLE ML,ML,,,,,,,,-175,,win,,,,,2025-12-09
nhl_rs_017,NHL,,COL ML,ML,,,,,,,,-140,,win,,,,,2025-12-09
nhl_h_023,NHL,,CAR ML,ML,,,,,,,,-150,,win,,,,,2025-12-07
nba_h_038,NBA,,SGA OVER PTS 28.5,PROP,,,,,,,,-125,,win,,,,,2025-12-05
nhl_rs_016,NHL,,CAR ML,ML,,,,,,,,+130,,win,,,,,2025-12-05
nhl_h_022,NHL,,VGK ML,ML,,,,,,,,-185,,win,,,,,2025-12-03
nba_h_037,NBA,,DEN ML,ML,,,,,,,,-140,,win,,,,,2025-12-01
nhl_h_021,NHL,,FLA ML,ML,,,,,,,,-115,,loss,,,,,2025-11-26
nba_h_036,NBA,,LAL ML,ML,,,,,,,,-120,,loss,,,,,2025-11-26
nhl_rs_015,NHL,,VGK ML,ML,,,,,,,,-250,,win,,,,,2025-11-24
nba_h_035,NBA,,BOS -5.5,SPREAD,,,,,,,,-110,,win,,,,,2025-11-22
nhl_h_020,NHL,,COL ML,ML,,,,,,,,-130,,win,,,,,2025-11-22
nhl_rs_014,NHL,,WPG ML,ML,,,,,,,,-110,,win,,,,,2025-11-21
nhl_h_019,NHL,,BOS ML,ML,,,,,,,,-155,,win,,,,,2025-11-19
nba_h_034,NBA,,OKC ML,ML,,,,,,,,-120,,loss,,,,,2025-11-19
nhl_rs_013,NHL,,CAR ML,ML,,,,,,,,-125,,win,,,,,2025-11-18
nhl_h_018,NHL,,TOR ML,ML,,,,,,,,-120,,win,,,,,2025-11-15
nba_h_033,NBA,,CLE ML,ML,,,,,,,,-155,,win,,,,,2025-11-15
nhl_rs_012,NHL,,TOR ML,ML,,,,,,,,+120,,loss,,,,,2025-11-14
nhl_h_017,NHL,,NYR ML,ML,,,,,,,,-140,,loss,,,,,2025-11-12
nba_h_032,NBA,,Nikola Jokic OVER PRA 47.5,PROP,,,,,,,,-115,,win,,,,,2025-11-12
nhl_rs_011,NHL,,VGK ML,ML,,,,,,,,-130,,win,,,,,2025-11-10
nhl_h_016,NHL,,VGK ML,ML,,,,,,,,-145,,win,,,,,2025-11-08
nba_h_031,NBA,,DEN ML,ML,,,,,,,,-130,,win,,,,,2025-11-08
nhl_rs_010,NHL,,FLA ML,ML,,,,,,,,-115,,win,,,,,2025-11-07
nhl_h_015,NHL,,CAR ML,ML,,,,,,,,-135,,win,,,,,2025-11-05
nba_h_030,NBA,,BOS ML,ML,,,,,,,,-165,,win,,,,,2025-11-04
nhl_rs_009,NHL,,BOS ML,ML,,,,,,,,-145,,win,,,,,2025-11-04
nhl_h_014,NHL,,FLA ML,ML,,,,,,,,-125,,win,,,,,2025-11-02
nba_h_029,NBA,,OKC ML,ML,,,,,,,,-145,,win,,,,,2025-11-01
mlb_h_013,MLB,,LAD ML,ML,,,,,,,,-140,,win,,,,,2025-10-31
nhl_rs_008,NHL,,EDM ML,ML,,,,,,,,+110,,loss,,,,,2025-10-31
mlb_h_012,MLB,,LAD ML,ML,,,,,,,,+110,,win,,,,,2025-10-29
mlb_h_011,MLB,,NYY ML,ML,,,,,,,,-130,,loss,,,,,2025-10-28
nhl_rs_007,NHL,,VGK ML,ML,,,,,,,,-160,,win,,,,,2025-10-28
mlb_h_010,MLB,,LAD ML,ML,,,,,,,,-115,,win,,,,,2025-10-26
nhl_rs_006,NHL,,CAR ML,ML,,,,,,,,-140,,win,,,,,2025-10-25
mlb_h_009,MLB,,LAD ML,ML,,,,,,,,-120,,win,,,,,2025-10-25
nhl_rs_005,NHL,,FLA ML,ML,,,,,,,,-120,,loss,,,,,2025-10-22
nhl_rs_004,NHL,,TOR ML,ML,,,,,,,,-175,,win,,,,,2025-10-18
mlb_h_008,MLB,,LAD ML,ML,,,,,,,,-130,,loss,,,,,2025-10-16
nhl_rs_003,NHL,,VGK ML,ML,,,,,,,,+140,,win,,,,,2025-10-14
mlb_h_007,MLB,,NYY ML,ML,,,,,,,,-160,,win,,,,,2025-10-14
mlb_h_006,MLB,,Walker Buehler OVER K 5.5,PROP,,,,,,,,-115,,win,,,,,2025-10-14
mlb_h_005,MLB,,LAD ML,ML,,,,,,,,-145,,win,,,,,2025-10-14
nhl_rs_002,NHL,,NYR ML,ML,,,,,,,,-130,,win,,,,,2025-10-12
nhl_rs_001,NHL,,BOS ML,ML,,,,,,,,-155,,win,,,,,2025-10-10
mlb_h_003,MLB,,LAD ML,ML,,,,,,,,-165,,win,,,,,2025-10-07
mlb_h_004,MLB,,HOU ML,ML,,,,,,,,-130,,loss,,,,,2025-10-07
mlb_h_001,MLB,,LAD ML,ML,,,,,,,,-155,,win,,,,,2025-10-05
mlb_h_002,MLB,,NYY ML,ML,,,,,,,,-175,,win,,,,,2025-10-05
wnba_h_060,WNBA,,NYL ML,ML,,,,,,,,-175,,win,,,,,2025-06-18
wnba_h_059,WNBA,,LAS ML,ML,,,,,,,,-140,,loss,,,,,2025-06-15
wnba_h_058,WNBA,,Napheesa Collier OVER PTS 20.5,PROP,,,,,,,,-115,,win,,,,,2025-06-12
wnba_h_057,WNBA,,MIN ML,ML,,,,,,,,-150,,win,,,,,2025-06-08
wnba_h_056,WNBA,,NYL ML,ML,,,,,,,,-130,,win,,,,,2025-06-04
wnba_h_055,WNBA,,CHI ML,ML,,,,,,,,+120,,loss,,,,,2025-05-31
wnba_h_054,WNBA,,MIN ML,ML,,,,,,,,-185,,win,,,,,2025-05-27
wnba_h_053,WNBA,,Breanna Stewart OVER PTS 18.5,PROP,,,,,,,,-120,,win,,,,,2025-05-23
wnba_h_052,WNBA,,LAS ML,ML,,,,,,,,-165,,win,,,,,2025-05-20
wnba_h_051,WNBA,,NYL ML,ML,,,,,,,,-155,,win,,,,,2025-05-17
